,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
381,8,6,8,4,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,16.33
371,3,4,7,3,91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0.0
238,6,5,9,6,92.5,121.1,674.4,8.6,25.1,27,4.0,0.0,1090.84
352,7,4,9,5,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,2.03
389,7,4,8,5,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0
382,8,6,8,3,95.2,217.7,690.0,18.0,28.2,29,1.8,0.0,5.86
104,2,4,1,6,82.1,3.7,9.3,2.9,5.3,78,3.1,0.0,0.0
93,8,6,8,7,91.4,142.4,601.4,10.6,18.2,43,4.9,0.0,0.0
70,4,5,3,5,91.2,48.3,97.8,12.5,15.8,27,7.6,0.0,0.0
109,4,5,9,1,88.6,91.8,709.9,7.1,17.4,56,5.4,0.0,0.0
11,7,5,9,6,92.8,73.2,713.0,22.6,19.3,38,4.0,0.0,0.0
13,6,5,9,1,90.9,126.5,686.5,7.0,21.3,42,2.2,0.0,0.0
108,4,5,9,6,92.5,88.0,698.6,7.1,20.3,45,3.1,0.0,0.0
230,4,4,9,3,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,88.49
432,8,6,8,4,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0.0
171,8,6,8,3,85.6,90.4,609.6,6.6,17.4,50,4.0,0.0,2.69
427,2,4,8,1,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35
387,5,5,3,4,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0
295,7,5,6,7,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0
421,2,4,8,3,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0
103,2,4,9,6,92.5,121.1,674.4,8.6,24.1,29,4.5,0.0,0.0
222,4,3,3,1,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,36.85
313,6,5,9,3,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0
351,4,4,9,5,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31
215,4,4,3,6,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66
282,6,3,2,7,84.9,27.5,353.5,3.4,4.2,51,4.0,0.0,0.0
227,8,6,8,6,92.2,81.8,480.8,11.9,20.1,34,4.5,0.0,58.3
160,7,4,3,1,90.1,39.7,86.6,6.2,16.1,29,3.1,0.0,1.75
74,5,4,9,5,93.3,141.2,713.9,13.9,27.6,30,1.3,0.0,0.0
280,4,6,12,5,84.7,26.7,352.6,4.1,2.2,59,4.9,0.0,9.27
420,8,8,8,3,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76
419,2,5,8,7,91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,3.05
41,4,4,8,6,90.2,96.9,624.2,8.9,18.4,42,6.7,0.0,0.0
240,6,3,4,3,88.0,17.2,43.5,3.8,15.2,51,2.7,0.0,0.0
127,3,5,9,5,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,0.0
290,2,5,7,6,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0
156,2,4,9,6,93.4,145.4,721.4,8.1,28.6,27,2.2,0.0,1.61
150,6,5,6,5,92.5,56.4,433.3,7.1,23.2,39,5.4,0.0,1.19
200,1,5,9,2,91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,11.53
176,6,5,4,4,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,4.61
216,4,4,9,7,92.4,124.1,680.7,8.5,16.9,60,1.3,0.0,29.48
307,3,4,9,7,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18
317,4,4,9,4,92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,3.78
0,7,5,3,5,86.2,26.2,94.3,5.1,8.2,51,6.7,0.0,0.0
142,8,6,8,5,90.1,108.0,529.8,12.5,21.2,51,8.9,0.0,0.61
200,1,5,9,2,91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,11.53
399,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0
224,7,4,9,3,90.1,82.9,735.7,6.2,15.4,57,4.5,0.0,37.71
362,7,4,9,5,88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,0.52
454,3,4,8,4,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0
